Accuracy,Precision,Recall,F1-Score,Model
0.9811659192825112,0.9848484848484849,0.87248322147651,0.9252669039145908,Naive_Bayes
0.9829596412556054,0.9577464788732394,0.912751677852349,0.9347079037800687,Logistic_Regression
0.9811659192825112,0.9923076923076923,0.8657718120805369,0.9247311827956989,Random_Forest
